0 0
0.011357 0
0.022714 0
0.034071 0
0.045428 0
0.056785 0
0.068142 0
0.079499 0
0.090856 0
0.102213 0
0.11357 0
0.124927 0
0.136284 0
0.147641 0
0.158998 0
0.170355 0
0.181712 0
0.193069 0
0.204426 0
0.215783 0
0.22714 0
0.238497 0
0.249854 0
0.261211 0
0.272568 0
0.283925 0
0.295282 0
0.306639 0
0.317996 0
0.329353 0
0.34071 0
0.352067 0
0.363424 0
0.374781 0
0.386138 0
0.397495 0
0.408852 0
0.420209 0
0.431566 0
0.442923 0
0.45428 0
0.465637 0
0.476994 0
0.488351 0
0.499708 0
0.511065 0
0.522422 0
0.533779 0
0.545136 0
0.556493 0
0.56785 0
0.579207 0
0.590564 0
0.601921 0
0.613278 0
0.624635 0
0.635992 0
0.647349 0
0.658706 0
0.670063 0
0.68142 0
0.692777 0
0.704134 0
0.715491 0
0.726848 0
0.738205 0
0.749562 0
0.760919 0
0.772276 0
0.783633 0
0.79499 0
0.806347 0
0.817704 0
0.829061 0
0.840418 0
0.851775 0
0.863132 0
0.874489 0
0.885846 0
0.897203 0.000458414
0.90856 0.00214606
0.919917 0.00924725
0.931274 0.0292017
0.942631 0.0738841
0.953988 0.153705
0.965345 0.284805
0.976702 0.463273
0.988059 0.699703
0.999416 0.970075
1.01077 1.25292
1.02213 1.50513
1.03349 1.78152
1.04484 2.00333
1.0562 2.15558
1.06756 2.28871
1.07892 2.3904
1.09027 2.42885
1.10163 2.45207
1.11299 2.42254
1.12434 2.40025
1.1357 2.34779
1.14706 2.30254
1.15841 2.22149
1.16977 2.14442
1.18113 2.04425
1.19249 1.96658
1.20384 1.90714
1.2152 1.79531
1.22656 1.74785
1.23791 1.67919
1.24927 1.60694
1.26063 1.53243
1.27198 1.47564
1.28334 1.43005
1.2947 1.36783
1.30606 1.32865
1.31741 1.26564
1.32877 1.22341
1.34013 1.20186
1.35148 1.16081
1.36284 1.13057
1.3742 1.08248
1.38555 1.05797
1.39691 1.03931
1.40827 1.01389
1.41963 0.992539
1.43098 0.974953
1.44234 0.964176
1.4537 0.927891
1.46505 0.912096
1.47641 0.911509
1.48777 0.893476
1.49912 0.877004
1.51048 0.874384
1.52184 0.869438
1.5332 0.852866
1.54455 0.849185
1.55591 0.830074
1.56727 0.833628
1.57862 0.830146
1.58998 0.811649
1.60134 0.820766
1.61269 0.824782
1.62405 0.812173
1.63541 0.813958
1.64677 0.816439
1.65812 0.811325
1.66948 0.819698
1.68084 0.820074
1.69219 0.827132
1.70355 0.821678
1.71491 0.83124
1.72626 0.829668
1.73762 0.843658
1.74898 0.844813
1.76034 0.855862
1.77169 0.866205
1.78305 0.865566
1.79441 0.869994
1.80576 0.88709
1.81712 0.885923
1.82848 0.901624
1.83983 0.905571
1.85119 0.925308
1.86255 0.932273
1.87391 0.945433
1.88526 0.951962
1.89662 0.968718
1.90798 0.975316
1.91933 0.990505
1.93069 0.995047
1.94205 1.01388
1.9534 1.025
1.96476 1.03164
1.97612 1.04759
1.98748 1.06461
1.99883 1.05896
2.01019 1.07924
2.02155 1.08699
2.0329 1.10326
2.04426 1.1065
2.05562 1.12245
2.06697 1.12336
2.07833 1.12528
2.08969 1.12935
2.10105 1.14056
2.1124 1.14446
2.12376 1.14282
2.13512 1.14403
2.14647 1.15119
2.15783 1.15573
2.16919 1.15339
2.18054 1.14585
2.1919 1.139
2.20326 1.12766
2.21462 1.13265
2.22597 1.13407
2.23733 1.12719
2.24869 1.12402
2.26004 1.10641
2.2714 1.10841
2.28276 1.09496
2.29411 1.09929
2.30547 1.08115
2.31683 1.08241
2.32819 1.07827
2.33954 1.05639
2.3509 1.06961
2.36226 1.04898
2.37361 1.04929
2.38497 1.04289
2.39633 1.03656
2.40768 1.03263
2.41904 1.01762
2.4304 1.02132
2.44176 1.01171
2.45311 1.01231
2.46447 0.996841
2.47583 0.994947
2.48718 0.992084
2.49854 0.994142
2.5099 0.990725
2.52125 0.985047
2.53261 0.985939
2.54397 0.982578
2.55533 0.972869
2.56668 0.978292
2.57804 0.972118
2.5894 0.973394
2.60075 0.970552
2.61211 0.967024
2.62347 0.961564
2.63482 0.963772
2.64618 0.968491
2.65754 0.966771
2.6689 0.969434
2.68025 0.970132
2.69161 0.962914
2.70297 0.97031
2.71432 0.966306
2.72568 0.971681
2.73704 0.964366
2.74839 0.973742
2.75975 0.968751
2.77111 0.969984
2.78247 0.974991
2.79382 0.970148
2.80518 0.977214
2.81654 0.97354
2.82789 0.978188
2.83925 0.984504
2.85061 0.985183
2.86196 0.990047
2.87332 0.985019
2.88468 0.992565
2.89604 0.99691
2.90739 0.99832
2.91875 1.00611
2.93011 1.00722
2.94146 0.998717
2.95282 1.01199
2.96418 1.01113
2.97553 1.01839
2.98689 1.01259
2.99825 1.01495
3.00961 1.02242
3.02096 1.02222
3.03232 1.02711
3.04368 1.02909
3.05503 1.02486
3.06639 1.02523
3.07775 1.02893
3.08911 1.02656
3.10046 1.02724
3.11182 1.02631
3.12318 1.03523
3.13453 1.03184
3.14589 1.03371
3.15725 1.0223
3.1686 1.02645
3.17996 1.0257
3.19132 1.02912
3.20268 1.02645
3.21403 1.02636
3.22539 1.02537
3.23675 1.02468
3.2481 1.02757
3.25946 1.02506
3.27082 1.02591
3.28217 1.01917
3.29353 1.02072
3.30489 1.0201
3.31625 1.01445
3.3276 1.01495
3.33896 1.0099
3.35032 1.01099
3.36167 1.01446
3.37303 1.01192
3.38439 1.00613
3.39574 1.01145
3.4071 1.01287
3.41846 1.00891
3.42982 1.00521
3.44117 1.00367
3.45253 1.00566
3.46389 1.00298
3.47524 1.00146
3.4866 1.00222
3.49796 0.993835
3.50931 0.995493
3.52067 0.995257
3.53203 0.991947
3.54339 0.992391
3.55474 0.996011
3.5661 0.99247
3.57746 0.987981
3.58881 0.991067
3.60017 0.989318
3.61153 0.989359
3.62288 0.98632
3.63424 0.99113
3.6456 0.992581
3.65696 0.989516
3.66831 0.991559
3.67967 0.987064
3.69103 0.990683
3.70238 0.987896
3.71374 0.993758
3.7251 0.98572
3.73645 0.989171
3.74781 0.99207
3.75917 0.991688
3.77053 0.992572
3.78188 0.993287
3.79324 0.992214
3.8046 0.993541
3.81595 0.993551
3.82731 0.992449
3.83867 0.99605
3.85002 0.989251
3.86138 0.997333
3.87274 0.996251
3.8841 0.997096
3.89545 0.996731
3.90681 1.00078
3.91817 0.998331
3.92952 0.999373
3.94088 0.999978
3.95224 0.999739
3.96359 0.99905
3.97495 1.00389
3.98631 1.00272
3.99767 1.00436
4.00902 1.00578
4.02038 1.00274
4.03174 1.00032
4.04309 1.00141
4.05445 1.00486
4.06581 1.00183
4.07716 1.0019
4.08852 1.00176
4.09988 1.00263
4.11124 1.00424
4.12259 1.00742
4.13395 1.00499
4.14531 1.00055
4.15666 0.998637
4.16802 1.00406
4.17938 1.00168
4.19073 1.00237
4.20209 0.999783
4.21345 1.00108
4.22481 1.00171
4.23616 0.998525
4.24752 1.00297
4.25888 1.00142
4.27023 1.00412
4.28159 1.0033
4.29295 1.00162
4.3043 0.999803
4.31566 0.995563
4.32702 0.99817
4.33838 1.00116
4.34973 0.998176
4.36109 0.998474
4.37245 1.00025
4.3838 0.997217
4.39516 0.994423
4.40652 0.996525
4.41787 0.995562
4.42923 0.996356
4.44059 0.9919
4.45195 0.995492
4.4633 0.997142
4.47466 0.994643
4.48602 0.99285
4.49737 0.994568
4.50873 0.994935
4.52009 0.990174
4.53144 0.993142
