0 750 375 750 375
1 750 375 750 375
2 750 375 750 375
3 750 374 750 376
4 750 376 750 374
5 750 376 750 374
6 750 375 750 375
7 750 376 750 374
8 750 376 750 374
9 750 376 750 374
10 750 375 750 375
11 750 376 750 374
12 750 375 750 375
13 750 376 750 374
14 750 376 750 374
15 750 376 750 374
16 750 373 750 377
17 750 373 750 377
18 755.299 374 744.701 376
19 755.299 373 744.701 377
20 755.299 372 744.701 378
21 755.299 371 744.701 379
22 755.299 372 744.701 378
23 755.299 372 744.701 378
24 755.299 373 744.701 377
25 755.299 373 744.701 377
26 755.299 375 744.701 375
27 755.299 374 744.701 376
28 755.299 372 744.701 378
29 755.299 372 744.701 378
30 755.299 371 744.701 379
31 755.299 372 744.701 378
32 740.17 375 759.83 375
33 740.17 375 759.83 375
34 740.17 376 759.83 374
35 740.17 374 759.83 376
36 740.17 374 759.83 376
37 741.823 373 758.177 377
38 741.823 374 758.177 376
39 741.823 373 758.177 377
40 741.823 374 758.177 376
41 741.823 374 758.177 376
42 741.823 373 758.177 377
43 741.823 374 758.177 376
44 741.823 374 758.177 376
45 741.823 375 758.177 375
46 741.823 377 758.177 373
47 741.823 377 758.177 373
48 741.823 376 758.177 374
49 741.823 376 758.177 374
50 741.823 376 758.177 374
51 741.823 376 758.177 374
52 753.814 376 746.186 374
53 753.814 375 746.186 375
54 753.814 375 746.186 375
55 753.814 378 746.186 372
56 753.814 378 746.186 372
57 753.814 377 746.186 373
58 753.814 376 746.186 374
59 770.294 376 729.706 374
60 770.294 377 729.706 373
61 770.294 377 729.706 373
62 770.294 377 729.706 373
63 770.294 377 729.706 373
64 770.294 378 729.706 372
65 770.294 378 729.706 372
66 770.294 378 729.706 372
67 770.294 378 729.706 372
68 770.294 377 729.706 373
69 770.294 377 729.706 373
70 770.294 376 729.706 374
71 770.294 376 729.706 374
72 761.151 379 738.849 371
73 761.151 378 738.849 372
74 774.481 379 725.519 371
75 772.194 378 727.806 372
76 772.194 378 727.806 372
77 772.194 378 727.806 372
78 773.644 378 726.356 372
79 774.183 378 725.817 372
80 774.183 378 725.817 372
81 774.183 376 725.817 374
82 774.183 376 725.817 374
83 774.183 374 725.817 376
84 774.183 375 725.817 375
85 774.183 375 725.817 375
86 774.183 375 725.817 375
87 773.23 376 726.77 374
88 773.23 375 726.77 375
89 771.878 373 728.122 377
90 771.878 373 728.122 377
91 771.878 374 728.122 376
92 771.878 374 728.122 376
93 771.878 372 728.122 378
94 771.878 372 728.122 378
95 771.878 372 728.122 378
96 771.878 374 728.122 376
97 771.878 373 728.122 377
98 771.878 374 728.122 376
99 771.878 377 728.122 373
100 771.878 377 728.122 373
101 771.878 374 728.122 376
102 771.878 369 728.122 381
103 771.878 370 728.122 380
104 771.878 370 728.122 380
105 771.878 371 728.122 379
106 771.878 371 728.122 379
107 771.878 374 728.122 376
108 771.878 375 728.122 375
109 771.878 374 728.122 376
110 771.878 373 728.122 377
111 771.878 374 728.122 376
112 771.878 373 728.122 377
113 771.878 372 728.122 378
114 771.878 373 728.122 377
115 771.878 373 728.122 377
116 771.878 374 728.122 376
117 771.878 374 728.122 376
118 774.53 373 725.47 377
119 774.53 374 725.47 376
120 774.53 373 725.47 377
121 774.53 373 725.47 377
122 774.53 373 725.47 377
123 774.53 374 725.47 376
124 774.53 375 725.47 375
125 774.53 376 725.47 374
126 774.834 377 725.166 373
127 774.834 377 725.166 373
128 774.834 379 725.166 371
129 774.834 378 725.166 372
130 774.834 379 725.166 371
131 774.834 378 725.166 372
132 774.834 379 725.166 371
133 774.834 381 725.166 369
134 774.834 380 725.166 370
135 774.834 381 725.166 369
136 774.834 379 725.166 371
137 774.834 379 725.166 371
138 774.834 379 725.166 371
139 774.834 378 725.166 372
140 774.834 379 725.166 371
141 774.834 381 725.166 369
142 774.834 380 725.166 370
143 774.834 380 725.166 370
144 774.834 381 725.166 369
145 774.834 381 725.166 369
146 774.834 381 725.166 369
147 774.834 380 725.166 370
148 774.834 380 725.166 370
149 774.834 380 725.166 370
150 774.834 379 725.166 371
151 774.834 382 725.166 368
152 774.834 380 725.166 370
153 774.834 381 725.166 369
154 774.834 381 725.166 369
155 774.834 381 725.166 369
156 774.834 380 725.166 370
157 774.834 380 725.166 370
158 774.834 381 725.166 369
159 774.834 380 725.166 370
160 774.834 382 725.166 368
161 774.834 382 725.166 368
162 774.834 383 725.166 367
163 774.834 383 725.166 367
164 774.834 383 725.166 367
165 774.834 382 725.166 368
166 774.834 383 725.166 367
167 774.834 384 725.166 366
168 774.834 384 725.166 366
169 774.834 384 725.166 366
170 774.834 386 725.166 364
171 762.821 387 737.179 363
172 762.821 386 737.179 364
173 762.821 387 737.179 363
174 762.821 383 737.179 367
175 762.821 384 737.179 366
176 762.821 383 737.179 367
177 762.821 382 737.179 368
178 762.821 382 737.179 368
179 762.821 380 737.179 370
180 762.821 379 737.179 371
181 762.821 379 737.179 371
182 762.821 379 737.179 371
183 762.821 382 737.179 368
184 762.821 381 737.179 369
185 763.941 381 736.059 369
186 763.941 380 736.059 370
187 763.941 379 736.059 371
188 763.941 378 736.059 372
189 763.941 379 736.059 371
190 763.941 378 736.059 372
191 763.941 377 736.059 373
192 763.941 377 736.059 373
193 763.941 377 736.059 373
194 763.941 377 736.059 373
195 763.941 376 736.059 374
196 763.941 375 736.059 375
197 763.941 376 736.059 374
198 763.941 376 736.059 374
199 763.941 379 736.059 371
200 763.941 380 736.059 370
201 763.941 377 736.059 373
202 763.941 376 736.059 374
203 763.941 376 736.059 374
204 763.941 378 736.059 372
205 763.941 377 736.059 373
206 763.941 376 736.059 374
207 768.478 375 731.522 375
208 768.478 376 731.522 374
209 764.994 375 735.006 375
210 764.994 374 735.006 376
211 757.527 373 742.473 377
212 757.527 374 742.473 376
213 757.527 374 742.473 376
214 757.527 375 742.473 375
215 757.527 376 742.473 374
216 757.527 377 742.473 373
217 757.527 378 742.473 372
218 757.527 377 742.473 373
219 757.527 377 742.473 373
220 757.527 378 742.473 372
221 757.527 378 742.473 372
222 767.594 378 732.406 372
223 767.594 379 732.406 371
224 767.594 377 732.406 373
225 767.594 378 732.406 372
226 767.594 380 732.406 370
227 767.594 380 732.406 370
228 767.594 380 732.406 370
229 767.594 379 732.406 371
230 767.594 380 732.406 370
231 767.594 379 732.406 371
232 767.594 379 732.406 371
233 767.594 378 732.406 372
234 767.594 378 732.406 372
235 767.594 378 732.406 372
236 767.594 379 732.406 371
237 767.594 378 732.406 372
238 767.594 377 732.406 373
239 769.095 376 730.905 374
240 769.095 375 730.905 375
241 769.095 374 730.905 376
242 769.436 374 730.564 376
243 769.436 377 730.564 373
244 769.436 377 730.564 373
245 769.436 379 730.564 371
246 775.243 379 724.757 371
247 775.243 380 724.757 370
248 775.243 381 724.757 369
249 775.243 381 724.757 369
250 775.243 381 724.757 369
251 775.243 383 724.757 367
252 775.243 383 724.757 367
253 775.243 382 724.757 368
254 775.243 383 724.757 367
255 775.243 383 724.757 367
256 775.243 383 724.757 367
257 775.243 385 724.757 365
258 775.243 386 724.757 364
259 775.243 385 724.757 365
260 775.243 386 724.757 364
261 775.243 385 724.757 365
262 775.243 385 724.757 365
263 775.243 385 724.757 365
264 775.243 385 724.757 365
265 775.243 386 724.757 364
266 782.41 384 717.59 366
267 782.41 386 717.59 364
268 782.41 386 717.59 364
269 782.41 386 717.59 364
270 782.41 386 717.59 364
271 782.41 386 717.59 364
272 782.41 384 717.59 366
273 782.41 384 717.59 366
274 773.529 383 726.471 367
275 773.529 383 726.471 367
276 773.529 384 726.471 366
277 773.529 385 726.471 365
278 773.529 384 726.471 366
279 773.529 384 726.471 366
280 773.529 385 726.471 365
281 773.529 386 726.471 364
282 773.529 385 726.471 365
283 773.529 387 726.471 363
284 773.529 388 726.471 362
285 773.529 389 726.471 361
286 773.529 389 726.471 361
287 773.529 390 726.471 360
288 773.529 389 726.471 361
289 773.529 389 726.471 361
