0.7	0.0074	0.0105
0.725	0.0085	0.0093
0.75	0.0098	0.0113
0.775	0.0128	0.0104
0.8	0.0181	0.0138
0.825	0.0217	0.0162
0.85	0.0272	0.0161
0.875	0.0433	0.0215

