0.00300 0.61005
0.00449 0.64145
0.00599 0.67411
0.01049 0.70551
0.01348 0.73817
0.01798 0.76957
0.02247 0.80223
0.02996 0.83362
0.03895 0.86627
0.04794 0.89766
0.06142 0.93031
0.12584 1.02443
0.16779 1.05828
0.24120 1.07324
0.31910 1.07563
0.38202 1.07427
0.46292 1.05656
0.52884 1.02379
0.63071 0.92816
0.65468 0.89671
0.67865 0.86401
0.71910 0.79988
0.73708 0.76844
0.75356 0.73701
0.77004 0.70557
0.78652 0.67289
0.80150 0.64020
0.81798 0.60877

